Product_ID,Product_Name,Form,Ashwagandha,Triphala,Amalaki,Haritaki,Bibhitaki,Neem,Tulsi,Brahmi,Shankhpushpi,Turmeric,Ginger,Garlic,Clove,Cardamom,Cinnamon,Pepper,Licorice,Guduchi,Shatavari,AloeVera,Moringa,Fenugreek,Cumin,Coriander,Mustard,Saffron,Nutmeg,Fennel,Camphor,Jatamansi,Kesar,Pippali,Punarnava,Arjuna,Guggulu,Manjistha,Kalonji,Baheda,Giloy,Daruharidra,Vidanga,Hibiscus,AmlaOil,Ashoka,Bhringraj,SafedMusli,KaunchBeej,Palash,Agarwood,Chitrak,Proportion_Others,Price,Dosage(g),Shelf_Life(months),Preparation_Method,Speciality
P0769,Product_769,Capsule,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.01,0.03,0.02,0,0.03,0.02,0.02,0.01,0.03,0.01,0.03,0.03,0,0.02,0.01,0.03,0.01,0.04,0.02,0.02,0.02,0.02,0.01,0,0.01,0.01,0.04,0.03,0,0.01,0.03,0.04,0.01,0.02,0,0.02,0.01,0.01,0.02,0.03,0,0.03,0.02,0.09,196,0.58,18,PowderBlend,Cardiac Health
P0770,Product_770,Paste,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0,0.03,0.01,0,0,0.03,0.03,0.01,0.03,0.03,0,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.12,390,0.4,18,Fermentation,Hair & Scalp Care
P0771,Product_771,Syrup,0.01,0.01,0.01,0.03,0.04,0.03,0.01,0.01,0.01,0.02,0,0.01,0.03,0.02,0.02,0.04,0,0.03,0.04,0,0,0.02,0.02,0.03,0,0.01,0,0.03,0.02,0.03,0.04,0.02,0.02,0,0.03,0,0.01,0.01,0.03,0.02,0,0.01,0.02,0.04,0.03,0.02,0.03,0.02,0.01,0,0.11,907,0.49,36,TabletCompression,Weight Loss
P0772,Product_772,Decoction,0.02,0.03,0.01,0.01,0.01,0,0.03,0.03,0.03,0.01,0.03,0,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.03,0.02,0.01,0.03,0,0.02,0,0.03,0,0,0.03,0.03,0.04,0.02,0.01,0.03,0.02,0,0,0,0.04,0.12,508,0.33,18,Decoction,Skin Disorders
P0773,Product_773,Paste,0.02,0,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.04,0.04,0.02,0.02,0,0.01,0.04,0.01,0,0.01,0.01,0.03,0.02,0.02,0.02,0,0,0,0.02,0.02,0.03,0.01,0.01,0,0.03,0.02,0.03,0.03,0.01,0.03,0.03,0.01,0.02,0.01,0.01,0,0.03,0.11,866,0.54,24,Decoction,Weight Loss
P0774,Product_774,Syrup,0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0,0.03,0.03,0.03,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0,0.02,0.02,0.02,0.01,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0,0,0.02,0.03,0.01,0.11,927,0.53,12,TabletCompression,Immunity Booster
P0775,Product_775,Powder,0.02,0.03,0.01,0.03,0.02,0,0.03,0.02,0.01,0,0.02,0.01,0.03,0.02,0.01,0.03,0,0.02,0.03,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0,0.01,0,0,0.03,0.01,0.02,0.03,0.03,0.03,0.01,0,0.02,0.01,0.02,0,0.01,0.01,0.02,0.15,821,0.38,24,Fermentation,Respiratory Health
P0776,Product_776,Decoction,0.03,0.03,0.01,0.02,0.01,0.01,0,0.03,0.03,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0,0.01,0.04,0,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.04,0,0.01,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.12,243,0.35,12,Fermentation,Weight Loss
P0777,Product_777,Tablet,0.03,0,0.02,0.01,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.02,0,0.03,0,0.02,0.03,0.02,0.01,0,0.02,0.01,0.03,0.03,0.03,0.01,0.03,0.01,0.01,0.02,0.02,0.01,0,0.01,0.01,0.03,0.03,0.02,0.02,0.02,0,0,0.03,0.02,0.01,0.03,0.02,0.01,0.14,422,0.51,36,Fermentation,Stress & Anxiety
P0778,Product_778,Paste,0,0,0.01,0.01,0.02,0,0.01,0.03,0,0.04,0.04,0.03,0.03,0.01,0.03,0,0.01,0.01,0.02,0.03,0,0.03,0,0.03,0.02,0.01,0.02,0.02,0.02,0.04,0.04,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0.01,0.03,0.03,0.01,0.03,0,0.07,951,0.2,24,PowderBlend,Stress & Anxiety
P0779,Product_779,Paste,0.02,0,0.01,0.03,0,0,0.04,0.01,0.02,0.01,0.03,0.03,0.01,0,0.03,0.01,0.01,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.02,0.03,0.01,0.01,0.04,0.01,0.01,0.04,0.04,0.01,0.03,0,0.03,0.02,0.03,0.01,0.04,0.03,0.03,0.02,0,0.01,0,0.01,0,0,0.1,630,0.54,12,Fermentation,Memory & Cognition
P0780,Product_780,Paste,0,0.03,0.01,0.03,0.02,0.02,0,0.03,0.04,0.01,0.04,0,0.03,0.02,0.01,0.01,0.01,0,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.01,0.04,0,0.02,0.01,0.03,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0,0.02,0.03,0,0,0,0.03,0.01,0.02,0.13,791,0.43,24,Fermentation,Women's Health
P0781,Product_781,Paste,0.02,0.01,0.03,0.03,0.03,0.01,0.04,0,0.03,0,0.01,0.04,0.01,0.01,0.03,0.01,0.02,0.01,0.03,0.03,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.02,0,0.01,0,0.02,0,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.13,931,0.46,12,PowderBlend,Kidney Care
P0782,Product_782,Syrup,0.03,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0,0.03,0.02,0.01,0.03,0.02,0.02,0,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0,0.03,0,0.02,0.03,0.02,0.03,0.03,0.02,0.01,0,0.03,0.07,349,0.21,18,PowderBlend,Diabetes Management
P0783,Product_783,Paste,0.02,0.03,0.01,0.03,0,0.03,0.03,0,0.02,0,0.01,0.01,0,0.03,0,0.03,0.03,0.03,0.01,0.01,0,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.01,0.03,0.13,707,0.5,24,Extract,Liver Detox
P0784,Product_784,Decoction,0.03,0.03,0.01,0.03,0.01,0.04,0.03,0.02,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.01,0,0.01,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0,0.03,0.01,0.03,0.01,0.01,0.02,0.03,0.03,0.01,0.04,0.04,0.01,0.02,0.03,0.03,0,0.01,0.06,699,0.43,18,Extract,Respiratory Health
P0785,Product_785,Capsule,0.03,0.02,0.02,0.01,0.03,0.03,0.03,0.01,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.01,0,0.03,0,0.02,0.03,0,0.01,0.02,0,0.02,0,0.02,0.01,0.02,0,0.02,0.02,0.03,0.04,0.02,0.01,0.03,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0,0.02,0.12,745,0.59,24,TabletCompression,Digestive Cleanser
P0786,Product_786,Capsule,0,0.02,0.03,0.01,0.01,0.02,0,0,0.02,0.02,0.04,0.02,0,0.03,0.02,0.01,0.02,0,0.01,0.01,0,0.04,0.01,0.01,0.03,0.01,0.03,0.03,0.03,0,0.02,0.03,0.01,0.04,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0,0.03,0.03,0.11,653,0.58,24,TabletCompression,Hair & Scalp Care
P0787,Product_787,Decoction,0.03,0.03,0.02,0.02,0.03,0.03,0.01,0,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0,0.02,0.02,0.02,0.03,0.02,0.01,0,0.01,0.02,0.02,0.01,0,0,0.01,0.03,0.01,0.03,0.01,0.02,0.02,0.02,0,0.01,0.01,0.02,0.02,0.01,0.09,920,0.43,36,PowderBlend,Weight Loss
P0788,Product_788,Paste,0.01,0,0.03,0,0.03,0,0,0.02,0,0.01,0.02,0,0.02,0.02,0.03,0.01,0.01,0.03,0.01,0.03,0.03,0.02,0.03,0,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.02,0.04,0.03,0.03,0.01,0.03,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.04,0.01,0.11,194,0.46,18,Fermentation,Liver Detox
P0789,Product_789,Paste,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.03,0,0.03,0.03,0.02,0.03,0,0.03,0.02,0,0.01,0.03,0.02,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0,0.02,0.03,0.12,684,0.53,18,Extract,Weight Loss
P0790,Product_790,Decoction,0.03,0.02,0,0.03,0.02,0.01,0,0.03,0,0.03,0.01,0.01,0.03,0,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0,0.01,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0,0.03,0,0,0.09,947,0.55,12,Fermentation,Weight Loss
P0791,Product_791,Capsule,0,0.01,0.04,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0,0.02,0,0.02,0.04,0.02,0,0.01,0,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.03,0.03,0.01,0.02,0.04,0,0,0.02,0,0.01,0,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.11,242,0.21,12,Decoction,Skin Disorders
P0792,Product_792,Syrup,0.03,0,0,0,0.03,0.04,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0,0.02,0.02,0.01,0.03,0.01,0.01,0.03,0,0.03,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.04,0.03,0.03,0,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.02,0.01,0.04,0.03,0.1,723,0.35,12,Fermentation,Women's Health
P0793,Product_793,Powder,0,0.01,0.01,0.04,0.01,0.04,0,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0.03,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0.03,0.02,0,0.03,0.04,0,0.02,0,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0,0.02,0.01,0.03,0.1,163,0.51,36,Extract,Diabetes Management
P0794,Product_794,Paste,0.01,0.02,0.03,0.02,0,0.01,0.03,0,0.02,0.03,0,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.03,0.01,0.03,0.01,0.01,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.1,513,0.32,24,TabletCompression,Stress & Anxiety
P0795,Product_795,Decoction,0.03,0.01,0.01,0,0.02,0,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0,0.02,0.02,0.03,0,0.01,0.01,0.03,0.02,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.01,0.02,0,0,0,0.03,0.01,0.03,0.03,0.02,0.01,0,0,0.02,0.03,0.01,0.02,0.03,0.02,0.11,263,0.59,18,Fermentation,Stress & Anxiety
P0796,Product_796,Syrup,0.02,0.01,0.01,0.03,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.03,0.03,0.03,0,0.01,0.01,0.03,0.03,0.02,0,0.02,0.02,0.02,0.01,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0,0.03,0.01,0.1,685,0.27,18,PowderBlend,Cardiac Health
P0797,Product_797,Powder,0.03,0.02,0.01,0.03,0.02,0.02,0.03,0.01,0.03,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.04,0,0.03,0,0,0.02,0.02,0.02,0.02,0.01,0.02,0,0,0.03,0.03,0.02,0.03,0,0.02,0.02,0.02,0.02,0.02,0,0.02,0.01,0,0.01,0.03,0,0.12,446,0.39,24,TabletCompression,Diabetes Management
P0798,Product_798,Tablet,0.02,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0,0.02,0,0.04,0.01,0.03,0,0.01,0,0,0.01,0.03,0.01,0.02,0.03,0.01,0,0,0.03,0.02,0.02,0.04,0.01,0.02,0.02,0.04,0.04,0,0,0.02,0.03,0.04,0.04,0.03,0.02,0.02,0,0.11,562,0.48,12,PowderBlend,Respiratory Health
P0799,Product_799,Decoction,0.01,0,0.02,0.03,0.01,0.03,0.01,0.02,0,0.02,0.02,0.03,0.03,0,0.02,0.03,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.02,0.02,0,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0,0.03,0.01,0.03,0.01,0.01,0.02,0,0.02,0.08,542,0.57,12,Extract,Weight Loss
P0800,Product_800,Syrup,0.02,0.01,0.02,0,0.01,0.01,0.03,0.01,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.03,0.01,0.02,0,0.02,0.03,0.02,0,0.03,0.01,0,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.13,484,0.57,18,Extract,Anti-Inflammatory
P0801,Product_801,Syrup,0.02,0,0.01,0.03,0.03,0.03,0.02,0.03,0.01,0,0.03,0.02,0.02,0.03,0,0,0.02,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.03,0,0.03,0.01,0,0.03,0.03,0.03,0.01,0.02,0.01,0.03,0.02,0,0.01,0.01,0,0.03,0.01,0.02,0.03,0.01,0.02,0.01,0.03,0.01,0.12,825,0.51,36,TabletCompression,Kidney Care
P0802,Product_802,Decoction,0.01,0,0.02,0.02,0.02,0,0,0.01,0.02,0,0,0.04,0.03,0.03,0.03,0.01,0.03,0.03,0.02,0.03,0,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0,0.03,0,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.01,0.01,0.02,0.03,0,0.03,0.01,0.01,0.03,0.03,0.11,448,0.45,24,TabletCompression,Kidney Care
P0803,Product_803,Decoction,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0,0.01,0.01,0.01,0.02,0.01,0,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.03,0.01,0,0,0.1,293,0.24,36,Fermentation,Liver Detox
P0804,Product_804,Paste,0,0.02,0.03,0.04,0.02,0.03,0.03,0.01,0.02,0,0.01,0.01,0.02,0.04,0,0.01,0.02,0.03,0.03,0.01,0.01,0.03,0.03,0.03,0.01,0.02,0,0,0.01,0,0.01,0.01,0.03,0.02,0.02,0.03,0.03,0,0.03,0.01,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0,0.02,0.1,708,0.52,12,Extract,Anti-Inflammatory
P0805,Product_805,Decoction,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0,0.01,0.01,0.04,0.01,0.03,0.02,0.01,0.02,0.03,0,0.03,0,0.02,0,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.01,0.01,0.01,0,0.01,0.02,0.04,0.02,0.01,0.03,0.02,0.03,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.13,247,0.5,12,Fermentation,Joint Pain Relief
P0806,Product_806,Paste,0.03,0.02,0.01,0.03,0,0.02,0,0.02,0.03,0.03,0.02,0.03,0.03,0.01,0.03,0,0.01,0,0.02,0.02,0.03,0.03,0.02,0,0.02,0.02,0.01,0,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.03,0,0.03,0.03,0.04,0,0.01,0,0,0.01,0.04,0.02,0.01,0.01,0.02,0.12,707,0.51,18,TabletCompression,Hair & Scalp Care
P0807,Product_807,Capsule,0.03,0.01,0.04,0.02,0,0,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.03,0.01,0.03,0.03,0.01,0.01,0,0.02,0.02,0,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0,0.02,0.03,0.03,0.04,0.02,0.03,0.01,0.01,0.01,0.03,0.02,0,0.02,0.01,0,0.03,0.02,0.02,0.02,0.13,772,0.52,18,Decoction,Liver Detox
P0808,Product_808,Paste,0.04,0.02,0,0,0.03,0.01,0.03,0,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0,0,0.01,0.03,0,0.02,0.02,0,0,0,0.02,0.03,0.04,0.02,0.03,0.01,0.04,0.02,0,0.01,0,0,0.04,0.03,0.04,0,0.03,0.02,0.01,0.03,0.03,0.1,766,0.39,36,Extract,Cardiac Health
P0809,Product_809,Decoction,0.01,0.02,0,0.02,0.01,0.01,0.02,0.01,0.03,0,0,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0,0.03,0.01,0.03,0.02,0,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0,0.02,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0,0.03,0.01,0.03,0.12,327,0.45,36,Fermentation,Women's Health
P0810,Product_810,Tablet,0.01,0,0.03,0.03,0.02,0,0,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0.01,0.04,0.02,0.03,0.02,0.02,0.03,0.03,0.01,0.02,0.04,0.02,0.01,0.01,0,0.03,0.01,0.02,0.01,0.01,0,0.03,0.11,198,0.4,18,Decoction,Cardiac Health
P0811,Product_811,Tablet,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0,0.03,0.01,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0,0.02,0.03,0.02,0.01,0,0.03,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.03,0.1,485,0.34,12,Decoction,Hair & Scalp Care
P0812,Product_812,Tablet,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.02,0,0.01,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.01,0.03,0.01,0.01,0.01,0,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.03,0,0.03,0,0.02,0.02,0.01,0.01,0.03,0.01,0,0,0.02,0.12,910,0.33,24,Extract,Cardiac Health
P0813,Product_813,Paste,0,0.04,0.01,0.02,0.01,0.02,0.01,0.03,0,0.01,0.01,0.03,0.03,0,0.02,0,0,0.02,0.04,0.01,0.02,0.03,0.02,0.01,0.03,0.01,0.01,0.03,0.01,0.03,0.01,0.02,0.04,0,0.03,0.02,0.01,0.04,0.02,0.04,0,0.03,0.02,0.04,0.01,0.02,0.02,0.01,0.02,0.01,0.08,299,0.28,36,PowderBlend,Kidney Care
P0814,Product_814,Powder,0.02,0.03,0,0.02,0.03,0.01,0.02,0,0.01,0.02,0.01,0,0.04,0.03,0.02,0.02,0.04,0,0.01,0.04,0.01,0,0.01,0.02,0.02,0,0.03,0.01,0.03,0.01,0,0.03,0.04,0.01,0.01,0.02,0,0.03,0,0.03,0.04,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.08,500,0.36,12,Extract,Memory & Cognition
P0815,Product_815,Syrup,0.02,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0,0,0,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0,0,0.01,0.03,0.02,0.03,0.02,0,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0,0.03,0.02,0.07,517,0.27,24,Decoction,Hair & Scalp Care
P0816,Product_816,Syrup,0.01,0.01,0.01,0,0.01,0,0.01,0.03,0.01,0.03,0.02,0.02,0.01,0.03,0.01,0.03,0.02,0,0.04,0.01,0.03,0.04,0.01,0.01,0.02,0.03,0.01,0,0.03,0.03,0.01,0.02,0.03,0.03,0.01,0.03,0.01,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.08,736,0.59,24,Extract,Weight Loss
P0817,Product_817,Capsule,0.01,0.01,0.01,0,0.03,0.04,0.01,0.03,0.01,0.01,0.01,0.04,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.04,0.01,0.04,0.02,0.01,0,0.01,0.02,0.03,0.01,0.01,0.03,0.03,0.03,0.01,0.02,0,0.01,0.04,0,0.02,0.03,0.01,0,0.03,0.04,0,0.03,0.08,840,0.26,24,PowderBlend,Kidney Care
P0818,Product_818,Powder,0.03,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.02,0,0.01,0.03,0,0.01,0.01,0.01,0.02,0,0.03,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0.02,0.09,984,0.57,36,TabletCompression,Cardiac Health
P0819,Product_819,Powder,0.01,0.02,0.01,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.01,0.03,0.02,0,0,0,0,0.03,0,0.01,0.02,0.02,0.03,0.02,0,0.01,0.03,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.03,0.03,0.02,0.01,0.04,0,0.01,0.03,0.01,0.03,0,0.1,239,0.4,12,Extract,Memory & Cognition
P0820,Product_820,Syrup,0.03,0.02,0.02,0.01,0.03,0.01,0.03,0.03,0,0.01,0,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.03,0.01,0,0.02,0.03,0.01,0.02,0.03,0,0.02,0.03,0.01,0.03,0,0.01,0.01,0.03,0.01,0.02,0,0.02,0.02,0.09,869,0.57,18,TabletCompression,Joint Pain Relief
P0821,Product_821,Decoction,0.04,0.01,0.01,0.01,0,0.01,0.02,0,0.04,0.03,0.01,0.02,0.03,0.04,0.01,0,0.01,0.01,0.03,0.02,0.04,0,0.02,0.03,0.03,0.02,0.01,0.01,0,0.01,0.02,0,0.02,0.02,0.03,0.01,0.02,0.03,0.03,0.01,0.03,0,0.01,0.03,0.03,0,0.02,0.01,0.01,0.03,0.12,208,0.58,24,TabletCompression,Weight Loss
P0822,Product_822,Capsule,0.01,0.02,0.02,0.01,0.03,0,0.03,0.01,0.01,0.03,0.01,0.01,0,0.01,0,0.03,0,0.02,0.01,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.09,333,0.57,12,Decoction,Respiratory Health
P0823,Product_823,Paste,0,0.02,0.04,0.01,0.03,0.03,0.03,0.01,0,0.02,0.04,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0,0.02,0.04,0.02,0.02,0.01,0.02,0.03,0.03,0,0.03,0.01,0.02,0.03,0,0.02,0,0.04,0,0.02,0,0.02,0.03,0.01,0.01,0,0,0.01,0.01,0,0.14,353,0.37,12,Extract,Diabetes Management
P0824,Product_824,Capsule,0.03,0.02,0.01,0.02,0.01,0.02,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.03,0.01,0.03,0.01,0.03,0.03,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.02,0.01,0.01,0.03,0,0.01,0.02,0.01,0.03,0.01,0,0.03,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.09,921,0.34,24,Extract,Cardiac Health
P0825,Product_825,Syrup,0.02,0.01,0.02,0,0.02,0.01,0.03,0.02,0.01,0,0.03,0.02,0.04,0.04,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.01,0,0.02,0.04,0.01,0,0.03,0,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.01,0.03,0.02,0.13,879,0.3,18,TabletCompression,Respiratory Health
P0826,Product_826,Capsule,0.01,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0,0.01,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0,0.03,0.02,0.02,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.01,0.1,660,0.33,12,TabletCompression,Memory & Cognition
P0827,Product_827,Tablet,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.04,0.03,0.04,0,0.03,0.01,0.03,0.02,0.01,0,0.01,0.03,0,0.02,0.02,0.01,0.04,0.03,0.04,0.01,0.02,0.01,0,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0,0.04,0.01,0.03,0.01,0.02,0.02,0.03,0.05,357,0.28,24,Fermentation,Immunity Booster
P0828,Product_828,Paste,0,0.01,0.03,0.02,0,0.03,0.01,0.03,0,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.01,0.01,0.01,0,0.04,0.02,0.04,0.01,0.03,0.03,0.03,0,0.02,0.01,0.01,0.04,0,0.01,0.03,0.02,0.01,0.04,0.01,0,0.01,0.04,0.02,0,0.03,0,0.02,0.02,0.02,0.01,0.1,231,0.59,24,Fermentation,Kidney Care
